coupon_uid,household_key,CAMPAIGN,COUPON_UPC,day_issued,day_expired,day_redeemed,duration,event,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC
45951,2208,20,51111122077,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45952,2208,20,57940033055,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45953,2208,20,54589371176,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45954,2208,20,53620010028,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45955,2208,20,51111131075,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45956,2208,20,51111131077,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45957,2208,20,51111120076,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45958,2208,20,51111120078,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45959,2208,20,54589399255,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45960,2208,20,54589321176,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45961,2208,20,54589321177,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45962,2208,20,54589353176,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45963,2208,20,54589353178,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45964,2208,20,54100024032,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45965,2208,20,54800110055,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45966,2208,20,54589399275,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45967,2208,20,54589399277,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45968,2208,20,50052110076,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45969,2208,20,50052110078,615,685,,70.0,0,Age Group3,Y,Level5,Unknown,Group1,3,2
45970,2209,5,53600010082,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45971,2209,5,50813700076,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45972,2209,5,56025876174,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45973,2209,5,55000051087,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45974,2209,5,51300010013,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45975,2209,5,55220010013,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45976,2209,5,53700048182,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45977,2209,5,57007440087,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45978,2209,5,58374400087,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45979,2209,5,57410101082,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45980,2209,5,51500050013,377,411,,34.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45981,2209,9,52100000033,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45982,2209,9,10000085378,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45983,2209,9,10000085380,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45984,2209,9,52840042077,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45985,2209,9,53160410087,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45986,2209,9,10000089064,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45987,2209,9,55004910025,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45988,2209,9,52550075176,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45989,2209,9,50834620078,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45990,2209,9,51600070033,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45991,2209,9,54300026033,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45992,2209,9,53700060051,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45993,2209,9,53800050033,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45994,2209,9,57064021233,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45995,2209,9,52100061076,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45996,2209,9,54850011033,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45997,2209,9,52580010042,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45998,2209,9,51380041309,435,467,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
45999,2209,22,51450050050,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46000,2209,22,55150081028,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46001,2209,22,54132220050,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46002,2209,22,57045970076,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46003,2209,22,52100000031,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46004,2209,22,55150081060,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46005,2209,22,54400021032,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46006,2209,22,52113100077,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46007,2209,22,55100090033,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46008,2209,22,54850010033,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46009,2209,22,51800000050,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46010,2209,22,51312010033,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46011,2209,22,52800031032,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46012,2209,22,56233833793,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46013,2209,22,57797520075,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46014,2209,22,54450000076,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46015,2209,22,57100771033,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46016,2209,22,10000089316,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46017,2209,22,10000085486,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46018,2209,22,10000085487,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46019,2209,22,52732670076,624,656,,32.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46020,2209,20,54100014076,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46021,2209,20,50834600078,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46022,2209,20,54589371155,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46023,2209,20,54100027032,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46024,2209,20,51111122076,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46025,2209,20,51111122077,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46026,2209,20,57940033055,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46027,2209,20,54589371176,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46028,2209,20,53620010028,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46029,2209,20,51111131075,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46030,2209,20,51111131077,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46031,2209,20,51111120076,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46032,2209,20,51111120078,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46033,2209,20,54589399255,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46034,2209,20,54589321176,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46035,2209,20,54589321177,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46036,2209,20,54589353176,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46037,2209,20,54589353178,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46038,2209,20,54100024032,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46039,2209,20,54800110055,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46040,2209,20,54589399275,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46041,2209,20,54589399277,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46042,2209,20,50052110076,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46043,2209,20,50052110078,615,685,,70.0,0,Age Group2,X,Level4,Renter,Group4,5+,3+
46044,2210,11,52500060033,477,523,,46.0,0,,,,,,,
46045,2210,11,55150000034,477,523,,46.0,0,,,,,,,
46046,2210,11,51920034051,477,523,,46.0,0,,,,,,,
46047,2210,11,55113100076,477,523,,46.0,0,,,,,,,
46048,2210,11,54310000076,477,523,,46.0,0,,,,,,,
46049,2210,11,54171600078,477,523,,46.0,0,,,,,,,
46050,2210,11,57033040050,477,523,,46.0,0,,,,,,,
46051,2210,11,57166211133,477,523,,46.0,0,,,,,,,
46052,2210,11,57418211676,477,523,,46.0,0,,,,,,,
46053,2210,11,57940062040,477,523,,46.0,0,,,,,,,
46054,2210,11,53600050042,477,523,,46.0,0,,,,,,,
46055,2210,11,53500051576,477,523,,46.0,0,,,,,,,
46056,2210,11,57008510013,477,523,,46.0,0,,,,,,,
46057,2210,14,54589320576,531,596,,65.0,0,,,,,,,
46058,2210,14,54589314177,531,596,,65.0,0,,,,,,,
46059,2210,14,54589320578,531,596,,65.0,0,,,,,,,
46060,2210,14,54589371155,531,596,,65.0,0,,,,,,,
46061,2210,14,54100027032,531,596,,65.0,0,,,,,,,
46062,2210,14,54800140060,531,596,,65.0,0,,,,,,,
46063,2210,14,54589371175,531,596,,65.0,0,,,,,,,
46064,2210,14,53620010028,531,596,,65.0,0,,,,,,,
46065,2210,14,54100010032,531,596,,65.0,0,,,,,,,
46066,2210,14,52150000050,531,596,,65.0,0,,,,,,,
46067,2210,14,10000085433,531,596,,65.0,0,,,,,,,
46068,2210,14,51111131075,531,596,,65.0,0,,,,,,,
46069,2210,14,51111131077,531,596,,65.0,0,,,,,,,
46070,2210,14,51111120076,531,596,,65.0,0,,,,,,,
46071,2210,14,54589399250,531,596,,65.0,0,,,,,,,
46072,2210,14,54589353176,531,596,,65.0,0,,,,,,,
46073,2210,14,54589353178,531,596,,65.0,0,,,,,,,
46074,2210,14,54100024032,531,596,,65.0,0,,,,,,,
46075,2210,14,54800110055,531,596,,65.0,0,,,,,,,
46076,2210,14,54589399275,531,596,,65.0,0,,,,,,,
46077,2210,14,54589399276,531,596,,65.0,0,,,,,,,
46078,2210,14,51111124076,531,596,,65.0,0,,,,,,,
46079,2210,14,54589399278,531,596,,65.0,0,,,,,,,
46080,2210,14,51111124078,531,596,,65.0,0,,,,,,,
46081,2210,14,50052110076,531,596,,65.0,0,,,,,,,
46082,2210,14,54589314175,531,596,,65.0,0,,,,,,,
46083,2213,4,54420933024,372,404,,32.0,0,,,,,,,
46084,2213,4,10000089061,372,404,,32.0,0,,,,,,,
46085,2213,4,54300026150,372,404,,32.0,0,,,,,,,
46086,2213,4,52277610055,372,404,,32.0,0,,,,,,,
46087,2213,4,55000081033,372,404,,32.0,0,,,,,,,
46088,2213,4,51514111050,372,404,,32.0,0,,,,,,,
46089,2213,4,51111540076,372,404,,32.0,0,,,,,,,
46090,2213,4,53450050033,372,404,,32.0,0,,,,,,,
46091,2213,4,54759930033,372,404,,32.0,0,,,,,,,
46092,2213,4,52800051060,372,404,,32.0,0,,,,,,,
46093,2213,4,55272918040,372,404,,32.0,0,,,,,,,
46094,2213,4,10000085371,372,404,,32.0,0,,,,,,,
46095,2217,29,54060060033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46096,2217,29,53000012033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46097,2217,29,50057331076,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46098,2217,29,57047095176,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46099,2217,29,53000013836,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46100,2217,29,54850010009,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46101,2217,29,54400000033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46102,2217,29,51200000033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46103,2217,29,57800000033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46104,2217,29,54138310050,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46105,2217,29,54300016033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46106,2217,29,55420811176,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46107,2217,29,50000540076,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46108,2217,29,53377610033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46109,2217,29,57027210033,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46110,2217,29,52840000051,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46111,2217,29,51380041013,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46112,2217,29,54300021057,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46113,2217,29,51410010050,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46114,2217,29,52900041025,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46115,2217,29,57455024450,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46116,2217,29,57321050050,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46117,2217,29,55004910025,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46118,2217,29,53748000076,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46119,2217,29,53663200076,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46120,2217,29,10000085207,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46121,2217,29,52100071132,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46122,2217,29,51380041313,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46123,2217,29,51514110050,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46124,2217,29,57047091041,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46125,2217,29,51200092776,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46126,2217,29,57349171050,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46127,2217,29,54850040050,281,334,,53.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46128,2217,4,54420933024,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46129,2217,4,10000089061,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46130,2217,4,54300026150,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46131,2217,4,52277610055,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46132,2217,4,55000081033,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46133,2217,4,51514111050,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46134,2217,4,51111540076,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46135,2217,4,53450050033,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46136,2217,4,54759930033,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46137,2217,4,52800051060,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46138,2217,4,55272918040,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46139,2217,4,10000085371,372,404,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46140,2217,9,52100000033,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46141,2217,9,10000085378,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46142,2217,9,10000085380,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46143,2217,9,52840042077,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46144,2217,9,53160410087,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46145,2217,9,10000089064,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46146,2217,9,55004910025,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46147,2217,9,52550075176,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46148,2217,9,50834620078,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46149,2217,9,51600070033,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46150,2217,9,54300026033,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46151,2217,9,53700060051,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46152,2217,9,53800050033,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46153,2217,9,57064021233,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46154,2217,9,52100061076,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46155,2217,9,54850011033,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46156,2217,9,52580010042,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46157,2217,9,51380041309,435,467,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46158,2217,16,51254600033,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46159,2217,16,53600030082,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46160,2217,16,52270011076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46161,2217,16,56382410076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46162,2217,16,10000085482,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46163,2217,16,55310000076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46164,2217,16,53500000076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46165,2217,16,53700048076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46166,2217,16,50099700082,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46167,2217,16,50076613076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46168,2217,16,57124921076,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46169,2217,16,57418211676,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46170,2217,16,10000085436,561,593,,32.0,0,Age Group3,Z,Level2,Unknown,Group3,1,None/Unknown
46171,2221,17,54280011660,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46172,2221,17,54369530009,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46173,2221,17,57045970076,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46174,2221,17,57336970013,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46175,2221,17,54670400033,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46176,2221,17,55100055075,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46177,2221,17,53450058040,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46178,2221,17,53760020032,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46179,2221,17,53620064076,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46180,2221,17,51785400013,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46181,2221,17,57790030032,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46182,2221,17,53800030050,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46183,2221,17,57756765034,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46184,2221,17,10000089195,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46185,2221,17,54440020076,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46186,2221,17,54440020077,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46187,2221,17,10000089194,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46188,2221,17,51800050033,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46189,2221,17,52732670076,575,607,,32.0,0,Age Group6,Z,Level4,Homeowner,Group2,1,None/Unknown
46190,2222,20,54100014076,615,685,,70.0,0,,,,,,,
46191,2222,20,50834600078,615,685,,70.0,0,,,,,,,
46192,2222,20,54589371155,615,685,,70.0,0,,,,,,,
46193,2222,20,54100027032,615,685,,70.0,0,,,,,,,
46194,2222,20,51111122076,615,685,,70.0,0,,,,,,,
46195,2222,20,51111122077,615,685,,70.0,0,,,,,,,
46196,2222,20,57940033055,615,685,,70.0,0,,,,,,,
46197,2222,20,54589371176,615,685,,70.0,0,,,,,,,
46198,2222,20,53620010028,615,685,,70.0,0,,,,,,,
46199,2222,20,51111131075,615,685,,70.0,0,,,,,,,
46200,2222,20,51111131077,615,685,,70.0,0,,,,,,,
46201,2222,20,51111120076,615,685,,70.0,0,,,,,,,
46202,2222,20,51111120078,615,685,,70.0,0,,,,,,,
46203,2222,20,54589399255,615,685,,70.0,0,,,,,,,
46204,2222,20,54589321176,615,685,,70.0,0,,,,,,,
46205,2222,20,54589321177,615,685,,70.0,0,,,,,,,
46206,2222,20,54589353176,615,685,,70.0,0,,,,,,,
46207,2222,20,54589353178,615,685,,70.0,0,,,,,,,
46208,2222,20,54100024032,615,685,,70.0,0,,,,,,,
46209,2222,20,54800110055,615,685,,70.0,0,,,,,,,
46210,2222,20,54589399275,615,685,,70.0,0,,,,,,,
46211,2222,20,54589399277,615,685,,70.0,0,,,,,,,
46212,2222,20,50052110076,615,685,,70.0,0,,,,,,,
46213,2222,20,50052110078,615,685,,70.0,0,,,,,,,
46214,2224,2,53328614176,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46215,2224,2,54670400033,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46216,2224,2,53800030050,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46217,2224,2,55020000076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46218,2224,2,57218050076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46219,2224,2,52370020076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46220,2224,2,53620064076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46221,2224,2,52732670076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46222,2224,2,53100010076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46223,2224,2,54132220050,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46224,2224,2,58660017075,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46225,2224,2,51530011350,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46226,2224,2,52000030042,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46227,2224,2,57455024475,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46228,2224,2,57045970076,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46229,2224,2,51111074175,351,383,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46230,2224,12,57790000032,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46231,2224,12,51800015033,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46232,2224,12,54470031076,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46233,2224,12,51630015176,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46234,2224,12,51600045033,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46235,2224,12,54240020076,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46236,2224,12,52100023024,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46237,2224,12,10000089073,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46238,2224,12,51800000050,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46239,2224,12,53800050033,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46240,2224,12,54300010033,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46241,2224,12,52529311476,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
46242,2224,12,10000089075,477,509,,32.0,0,Age Group1,Z,Level12,Homeowner,Group2,1,None/Unknown
